,city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,FUNCSTAT,2010,2011,2012,2013,2014,2015,2016
214,Oakville,Oakville,CA,California,6057,Nevada,39.3718,-121.106,A,98782,98772,98305,98156,98796,98829,99107
215,Kingvale,Kingvale,CA,California,6059,Orange,33.9255,-117.8654,A,3017647,3053884,3084935,3112576,3134438,3156573,3172532
216,Trabuco Highlands,Trabuco Highlands,CA,California,6061,Placer,38.8075,-121.2488,A,350234,356783,361018,366435,370486,374383,380531
217,Weimar,Weimar,CA,California,6063,Plumas,39.7663,-120.713,A,19918,19691,19327,18844,18573,18401,18627
218,Canyondam,Canyondam,CA,California,6065,Riverside,33.6536,-116.2785,A,2202226,2236146,2264919,2291452,2322455,2352892,2387741
219,Rancho Mirage,Rancho Mirage,CA,California,6067,Sacramento,38.688,-121.2208,A,1422018,1435002,1447236,1460023,1478137,1496644,1514460
220,Galt,Galt,CA,California,6069,San Benito,36.8563,-121.3981,A,55554,56159,56799,57471,58098,58473,59414
221,Paicines,Paicines,CA,California,6071,San Bernardino,34.1178,-117.6603,A,2041562,2062945,2077247,2087945,2105935,2122545,2140096
222,Atolia,Atolia,CA,California,6073,San Diego,32.6278,-116.1827,A,3104346,3140692,3181513,3218419,3258856,3290245,3317749
223,La Mesa,La Mesa,CA,California,6075,San Francisco,37.7562,-122.443,C,805766,815672,828816,839280,850424,862004,870887
224,San Francisco,San Francisco,CA,California,6077,San Joaquin,38.0365,-121.1846,A,687380,694943,700611,703265,713218,723496,733709
225,French Camp,French Camp,CA,California,6079,San Luis Obispo,35.556,-120.7182,A,269909,271176,274487,276191,278877,280960,282887
226,Morro Bay,Morro Bay,CA,California,6081,San Mateo,37.4671,-122.1352,A,719935,728919,739982,748952,756819,763191,764797
227,Los Trancos Woods,Los Trancos Woods,CA,California,6083,Santa Barbara,34.6155,-120.6335,A,424396,425998,430638,435800,440553,443815,446170
228,New Cuyama,New Cuyama,CA,California,6085,Santa Clara,37.3685,-122.0966,A,1786637,1812868,1838988,1866961,1889824,1910105,1919402
229,East Foothills,East Foothills,CA,California,6087,Santa Cruz,37.0511,-122.0533,A,263270,264896,266435,268948,270971,273627,274673
230,Opal Cliffs,Opal Cliffs,CA,California,6089,Shasta,40.8846,-121.6691,A,177320,177963,178430,179062,179717,179301,179631
231,Platina,Platina,CA,California,6091,Sierra,39.4278,-120.9996,A,3220,3106,3076,3039,2983,2983,2947
232,Sierraville,Sierraville,CA,California,6093,Siskiyou,41.2974,-123.1303,A,44936,44673,44147,43632,43476,43483,43603
233,Etna,Etna,CA,California,6095,Solano,38.1133,-122.2359,A,414034,416486,419881,423972,429601,434321,440207
234,Rio Vista,Rio Vista,CA,California,6097,Sonoma,38.5137,-122.9894,A,484817,487641,490509,494657,499168,501474,503070
235,Sonoma,Sonoma,CA,California,6099,Stanislaus,37.7616,-120.847,A,515342,518073,521360,524744,529754,535385,541560
236,Modesto,Modesto,CA,California,6101,Sutter,38.91,-121.5443,A,94806,94614,94362,94801,95236,95978,96651
237,Yuba City,Yuba City,CA,California,6103,Tehama,39.9282,-122.182,A,63571,63254,63133,62835,62756,63073,63276
238,Tehama,Tehama,CA,California,6105,Trinity,40.9841,-122.7083,A,13765,13716,13500,13430,13121,13068,12782
239,Hayfork,Hayfork,CA,California,6107,Tulare,36.294,-119.1459,A,443083,447384,450701,453354,456115,458238,460437
240,Kaweah,Kaweah,CA,California,6109,Tuolumne,37.8235,-120.2582,A,55182,54749,54134,53940,53827,53615,53804
241,Cedar Ridge,Cedar Ridge,CA,California,6111,Ventura,34.2855,-118.877,A,825320,830707,834519,839498,844078,847719,849738
242,Sespe,Sespe,CA,California,6113,Yolo,38.7979,-121.7176,A,201122,202167,204929,206685,208737,212202,215802
243,Guinda,Guinda,CA,Colorado,8001,Adams,39.839,-105.0014,A,443681,452040,460472,470107,480446,490674,498187
244,Northglenn,Northglenn,CO,Colorado,8003,Alamosa,37.4755,-105.877,A,15927,16137,16141,16253,16284,16435,16654
245,Mosca,Mosca,CO,Colorado,8005,Arapahoe,39.5993,-105.035,A,574785,585836,596066,607660,618307,629241,637068
246,Englewood,Englewood,CO,Colorado,8007,Archuleta,37.0201,-107.4222,A,12055,12011,12113,12194,12229,12384,12854
247,Pagosa Springs,Pagosa Springs,CO,Colorado,8009,Baca,37.2711,-103.0313,A,3790,3814,3762,3682,3630,3599,3568
248,Deora,Deora,CO,Colorado,8011,Bent,37.6439,-103.2408,A,6508,6322,5811,5738,5780,5892,5861
249,Toonerville,Toonerville,CO,Colorado,8013,Boulder,39.9633,-105.5071,A,295983,300597,305350,310287,313204,318738,322226
250,Crescent,Crescent,CO,Colorado,8014,Broomfield,39.9541,-105.0527,C,56275,57425,58930,60116,61786,64885,66529
251,Wallstreet,Wallstreet,CO,Colorado,8015,Chaffee,38.5131,-106.0961,A,17803,18007,18105,18318,18448,18606,19058
252,Granite,Granite,CO,Colorado,8017,Cheyenne,38.8258,-103.0116,A,1831,1863,1873,1881,1841,1816,1848
253,Cheyenne Wells,Cheyenne Wells,CO,Colorado,8019,Clear Creek,39.7658,-105.6275,A,9081,9052,9075,9100,9215,9364,9436
254,Saint Marys,Saint Marys,CO,Colorado,8021,Conejos,37.2819,-106.1051,A,8292,8317,8279,8257,8276,8125,8129
255,Antonito,Antonito,CO,Colorado,8023,Costilla,37.0028,-105.6242,A,3526,3646,3603,3521,3540,3563,3721
256,San Acacio,San Acacio,CO,Colorado,8025,Crowley,38.2328,-103.6633,A,5852,5846,5418,5325,5608,5639,5694
257,Ordway,Ordway,CO,Colorado,8027,Custer,38.0972,-105.3361,A,4275,4227,4241,4264,4344,4425,4602
258,Greenwood,Greenwood,CO,Colorado,8029,Delta,38.8942,-107.9255,A,30880,30374,30438,30314,29961,29950,30442
259,Hotchkiss,Hotchkiss,CO,Colorado,8031,Denver,39.7621,-104.8759,C,603329,619281,633563,647433,662425,680032,693060
260,Paonia,Paonia,CO,Colorado,8033,Dolores,37.6885,-108.0315,A,2065,2033,1998,2030,1975,1981,2056
261,Cahone,Cahone,CO,Colorado,8035,Douglas,39.4625,-104.8706,A,286979,292607,298754,306442,314981,322381,328632
262,Stonegate,Stonegate,CO,Colorado,8037,Eagle,39.5328,-106.3939,A,52081,51751,51942,52379,52815,53346,53989
263,Bond,Bond,CO,Colorado,8039,Elbert,39.2189,-104.5403,A,23094,23260,23400,23670,24128,24698,25231
264,Simla,Simla,CO,Colorado,8041,El Paso,39.1063,-104.8456,A,626950,636901,645641,654993,662647,674290,688284
265,Ellicott,Ellicott,CO,Colorado,8043,Fremont,38.4213,-105.0004,A,46857,47417,47122,46467,46427,46713,47446
266,Brookside,Brookside,CO,Colorado,8045,Garfield,39.5361,-107.772,A,56096,55964,56709,56914,57195,57768,58887
267,New Castle,New Castle,CO,Colorado,8047,Gilpin,39.8044,-105.4946,A,5461,5444,5453,5567,5773,5817,5931
268,Pinecliffe,Pinecliffe,CO,Colorado,8049,Grand,39.9303,-105.8031,A,14782,14543,14147,14254,14461,14580,15008
269,Grand Lake,Grand Lake,CO,Colorado,8051,Gunnison,38.9264,-107.4703,A,15357,15458,15425,15643,15830,16137,16408
270,Marble,Marble,CO,Colorado,8053,Hinsdale,38.0303,-107.3103,A,844,826,797,805,778,769,788
271,Lake City,Lake City,CO,Colorado,8055,Huerfano,37.7833,-105.1656,A,6667,6522,6582,6479,6407,6459,6677
272,La Veta,La Veta,CO,Colorado,8057,Jackson,40.7315,-106.2813,A,1385,1380,1347,1355,1395,1352,1357
273,Rand,Rand,CO,Colorado,8059,Jefferson,39.5423,-105.2968,A,535916,539865,546080,551912,559076,565143,571837
274,South Platte,South Platte,CO,Colorado,8061,Kiowa,38.4667,-102.2943,A,1396,1457,1438,1417,1409,1414,1373
275,Towner,Towner,CO,Colorado,8063,Kit Carson,39.3045,-102.2714,A,8247,8201,8107,8279,8054,8234,8195
276,Bethune,Bethune,CO,Colorado,8065,Lake,39.1037,-106.319,A,7267,7371,7280,7296,7351,7461,7618
277,Twin Lakes,Twin Lakes,CO,Colorado,8067,La Plata,37.1442,-108.1195,A,51374,51788,52356,53339,53882,54770,55623
278,Mayday,Mayday,CO,Colorado,8069,Larimer,40.7944,-105.2172,A,300523,305267,310965,316605,324709,333869,339993
279,Fort Collins,Fort Collins,CO,Colorado,8071,Las Animas,37.0155,-103.8838,A,15392,15027,14967,14401,14072,14067,14103
280,Vigil,Vigil,CO,Colorado,8073,Lincoln,39.2841,-103.2739,A,5470,5431,5442,5430,5507,5551,5643
281,Boyero,Boyero,CO,Colorado,8075,Logan,40.6567,-102.7238,A,22127,22096,21846,21660,21940,21946,21919
282,Padroni,Padroni,CO,Colorado,8077,Mesa,39.1079,-108.3581,A,146486,147172,147471,147372,147502,148401,150083
283,Clifton,Clifton,CO,Colorado,8079,Mineral,37.8492,-106.9264,A,704,711,710,722,693,724,732
284,Gateway,Gateway,CO,Colorado,8081,Moffat,40.2527,-108.6404,A,13812,13424,13164,13099,12899,12899,13109
285,Lay,Lay,CO,Colorado,8083,Montezuma,37.5894,-108.3201,A,25553,25467,25437,25657,25783,26153,26999
286,Yellow Jacket,Yellow Jacket,CO,Colorado,8085,Montrose,38.1761,-108.4126,A,41194,40897,40678,40634,40747,40800,41471
287,Olathe,Olathe,CO,Colorado,8087,Morgan,40.3511,-104.0616,A,28172,28512,28331,28306,28208,28323,28274
288,Weldona,Weldona,CO,Colorado,8089,Otero,38.1296,-104.0255,A,18882,18867,18689,18525,18407,18284,18295
289,La Junta Gardens,La Junta Gardens,CO,Colorado,8091,Ouray,38.1573,-107.7545,A,4466,4454,4546,4579,4615,4660,4857
290,Colona,Colona,CO,Colorado,8093,Park,39.4055,-105.4733,A,16263,16089,16037,16118,16296,16581,17166
291,Como,Como,CO,Colorado,8095,Phillips,40.6415,-102.6295,A,4463,4370,4382,4357,4380,4326,4288
292,Holyoke,Holyoke,CO,Colorado,8097,Pitkin,39.1948,-106.837,A,17158,17129,17223,17361,17595,17782,17752
293,Woody Creek,Woody Creek,CO,Colorado,8099,Prowers,38.1211,-102.2216,A,12558,12500,12408,12286,12040,11949,11922
294,Wiley,Wiley,CO,Colorado,8101,Pueblo,38.2351,-104.3435,A,159521,159785,160397,160803,161350,163117,165123
295,Cedarwood,Cedarwood,CO,Colorado,8103,Rio Blanco,40.0864,-108.7774,A,6668,6782,6796,6740,6660,6548,6545
296,Meeker,Meeker,CO,Colorado,8105,Rio Grande,37.6784,-106.3539,A,12020,11916,11882,11725,11561,11467,11479
297,South Fork,South Fork,CO,Colorado,8107,Routt,40.4847,-107.0195,A,23447,23257,23285,23587,24054,24325,24648
298,Toponas,Toponas,CO,Colorado,8109,Saguache,38.002,-105.9055,A,6136,6178,6305,6209,6161,6209,6389
299,Bonanza,Bonanza,CO,Colorado,8111,San Juan,37.8111,-107.6646,A,708,693,691,695,717,694,694
300,Villa Grove,Villa Grove,CO,Colorado,8113,San Miguel,37.9365,-107.8264,A,7358,7483,7578,7636,7755,7849,8017
301,Egnar,Egnar,CO,Colorado,8115,Sedgwick,40.9605,-102.3884,A,2370,2372,2372,2342,2330,2385,2407
302,Sedgwick,Sedgwick,CO,Colorado,8117,Summit,39.5793,-106.0919,A,28065,27972,28223,28653,29205,29892,30374
303,Keystone,Keystone,CO,Colorado,8119,Teller,38.7177,-105.1253,A,23447,23329,23373,23242,23375,23329,24043
304,Green Mountain Falls,Green Mountain Falls,CO,Colorado,8121,Washington,40.1553,-103.0674,A,4802,4812,4737,4781,4784,4860,4908
305,Cope,Cope,CO,Colorado,8123,Weld,40.6067,-103.8438,A,254164,258629,263997,270182,276163,285053,294932
306,Hudson,Hudson,CO,Colorado,8125,Yuma,39.6127,-102.592,A,10024,10156,10117,10205,10232,10095,10103
307,Hale,Hale,CO,Connecticut,9001,Fairfield,41.124,-73.3193,N,919750,928890,934931,940621,943686,944674,944177
308,Branchville,Branchville,CT,Connecticut,9003,Hartford,41.6298,-72.7714,N,895388,897057,897420,897737,896258,894692,892389
309,Bristol,Bristol,CT,Connecticut,9005,Litchfield,41.7247,-73.2422,N,189771,188968,187487,186760,185110,183776,182571
310,Winsted,Winsted,CT,Connecticut,9007,Middlesex,41.5043,-72.4491,N,165631,166225,165512,165219,164555,163577,163329
311,Saybrook Manor,Saybrook Manor,CT,Connecticut,9009,New Haven,41.2223,-73.0565,N,863480,864009,864177,862712,861534,859073,856875
312,North Haven,North Haven,CT,Connecticut,9011,New London,41.3502,-72.1023,N,274072,273226,274267,273405,272053,270639,269801
313,Old Mystic,Old Mystic,CT,Connecticut,9013,Tolland,41.7736,-72.3287,N,153214,153093,152006,151881,151758,151684,151118
314,Somers,Somers,CT,Connecticut,9015,Windham,41.6849,-72.1845,N,118593,118425,117995,117668,116919,116615,116192
315,East Brooklyn,East Brooklyn,CT,Delaware,10001,Kent,39.1164,-75.5216,A,162990,165258,167605,169457,171949,173533,174827
316,Houston,Houston,DE,Delaware,10003,New Castle,39.6776,-75.7573,A,538934,542308,546041,549521,552271,555167,556987
317,Yorklyn,Yorklyn,DE,Delaware,10005,Sussex,38.4604,-75.0542,A,197892,200358,203347,206417,210728,215376,220251
318,Long Neck,Long Neck,FL,Florida,12001,Alachua,29.778,-82.4827,A,247625,249722,251587,252636,255786,259402,263496
319,Arredondo,Arredondo,FL,Florida,12003,Baker,30.2751,-82.1603,A,27080,27073,27055,27001,27143,27424,27937
320,Olustee,Olustee,FL,Florida,12005,Bay,30.1975,-85.6974,A,169257,169647,172029,174994,178860,181947,183974
321,Southport,Southport,FL,Florida,12007,Bradford,29.9166,-82.2079,A,28537,28491,27141,26910,26682,26935,26926
322,Hampton,Hampton,FL,Florida,12009,Brevard,28.7905,-80.8045,A,544008,544456,547753,551299,557299,567934,579130
323,Palm Shores,Palm Shores,FL,Florida,12011,Broward,26.0206,-80.1839,A,1753125,1787889,1816552,1840051,1865385,1887281,1909632
324,Southwest Ranches,Southwest Ranches,FL,Florida,12013,Calhoun,30.572,-85.127,A,14633,14769,14717,14634,14510,14468,14423
325,Frink,Frink,FL,Florida,12015,Charlotte,26.9071,-82.3259,A,159935,159671,162937,165018,168595,173194,178465
326,Solana,Solana,FL,Florida,12017,Citrus,28.887,-82.4312,A,141263,139841,139341,139063,139264,140974,143621
327,Hernando,Hernando,FL,Florida,12019,Clay,29.9819,-81.9959,A,191436,192375,194260,196276,199501,203383,208311
328,Orange Park,Orange Park,FL,Florida,12021,Collier,25.9015,-81.3034,A,322724,327541,332332,339244,347899,356570,365136
329,Naples Park,Naples Park,FL,Florida,12023,Columbia,30.0738,-82.6957,A,67584,67344,67949,67512,67942,68286,69299
330,Fort White,Fort White,FL,Florida,12027,DeSoto,27.1192,-81.9423,A,34924,34670,34781,34641,35094,35355,35800
331,Fort Ogden,Fort Ogden,FL,Florida,12029,Dixie,29.4499,-83.2818,A,16403,16365,16074,15955,15904,16187,16300
332,Cross City,Cross City,FL,Florida,12031,Duval,30.3051,-81.9737,C,865825,872480,880870,886873,898372,912081,926255
333,Neptune Beach,Neptune Beach,FL,Florida,12033,Escambia,30.4158,-87.3028,A,298164,299698,304218,307782,309449,311236,315187
334,Ensley,Ensley,FL,Florida,12035,Flagler,29.4269,-81.2226,A,96089,97412,98605,100013,102471,105188,108310
335,Flagler Beach,Flagler Beach,FL,Florida,12037,Franklin,29.7282,-84.994,A,11534,11493,11637,11559,11678,11749,11901
336,Saint Teresa,Saint Teresa,FL,Florida,12039,Gadsden,30.5659,-84.5856,A,47790,47340,46574,46034,46121,46032,46006
337,Hinson,Hinson,FL,Florida,12041,Gilchrist,29.7186,-82.941,A,16995,16987,16886,16912,16973,17181,17212
338,Bell,Bell,FL,Florida,12043,Glades,27.133,-80.8868,A,12938,13149,13007,13079,13439,13607,13970
339,Palmdale,Palmdale,FL,Florida,12045,Gulf,29.6905,-85.2644,A,15814,15664,15669,15788,15936,15874,15990
340,Honeyville,Honeyville,FL,Florida,12047,Hamilton,30.5981,-83.1076,A,14672,14605,14732,14344,14068,14303,14361
341,Jasper,Jasper,FL,Florida,12049,Hardee,27.4927,-81.7871,A,27740,27633,27379,27255,27264,27252,27360
342,Fort Green Springs,Fort Green Springs,FL,Florida,12051,Hendry,26.7493,-81.3876,A,39034,38873,37777,37630,38294,38890,39290
343,Harlem,Harlem,FL,Florida,12053,Hernando,28.6322,-82.3617,A,172975,172909,173110,174019,175695,178326,182835
344,Brookridge,Brookridge,FL,Florida,12055,Highlands,27.297,-81.3717,A,98664,98308,98045,97817,98085,99447,100917
345,De Soto City,De Soto City,FL,Florida,12057,Hillsborough,28.0465,-82.291,A,1233839,1271205,1281677,1293189,1317116,1347077,1376238
346,Cheval,Cheval,FL,Florida,12059,Holmes,30.7828,-85.6846,A,19860,19842,19739,19652,19640,19329,19487
347,New Hope,New Hope,FL,Florida,12061,Indian River,27.7733,-80.4182,A,138243,139027,140650,141966,144740,147792,151563
348,Roseland,Roseland,FL,Florida,12063,Jackson,30.789,-85.3641,A,49614,49148,49011,48990,48786,48590,48229
349,Sink Creek,Sink Creek,FL,Florida,12065,Jefferson,30.402,-83.96,A,14746,14506,14204,14191,14037,14071,13906
350,Ashville,Ashville,FL,Florida,12067,Lafayette,30.195,-83.2909,A,8813,8815,8811,8820,8832,8628,8617
351,Hatchbend,Hatchbend,FL,Florida,12069,Lake,28.611,-81.9107,A,297862,299926,303437,307922,315657,325518,335396
352,Ferndale,Ferndale,FL,Florida,12071,Lee,26.7153,-81.8234,A,620590,630543,644096,660085,678048,700285,722336
353,Lochmoor Waterway Estates,Lochmoor Waterway Estates,FL,Florida,12073,Leon,30.451,-84.0879,A,275986,278362,283808,282071,284053,286187,287822
354,Woodville,Woodville,FL,Florida,12075,Levy,29.0334,-82.733,A,40721,40254,39935,39535,39418,39688,39961
355,Williston Highlands,Williston Highlands,FL,Florida,12077,Liberty,30.023,-84.9825,A,8338,8234,8247,8309,8345,8323,8202
356,Bristol,Bristol,FL,Florida,12079,Madison,30.5941,-83.3524,A,19231,19079,18939,18724,18516,18398,18224
357,Madison,Madison,FL,Florida,12081,Manatee,27.49,-82.5743,A,323446,327373,334096,342246,351713,363110,375888
358,Parmalee,Parmalee,FL,Florida,12083,Marion,29.4119,-82.1098,A,331437,332429,334294,335800,339079,343514,349020
359,Reddick,Reddick,FL,Florida,12085,Martin,27.0449,-80.11,A,146979,147694,148945,151237,153272,155804,158701
360,Gomez,Gomez,FL,Florida,12086,Miami-Dade,25.709,-80.3156,A,2507362,2573361,2607979,2641273,2667299,2692593,2712945
361,West Little River,West Little River,FL,Florida,12087,Monroe,25.0188,-80.5132,A,73212,74096,74833,76204,76910,78728,79077
362,Duck Key,Duck Key,FL,Florida,12089,Nassau,30.6869,-81.9212,A,73530,74162,74638,75606,76598,78470,80622
363,Italia,Italia,FL,Florida,12091,Okaloosa,30.7157,-86.7458,A,180762,183245,190254,193408,195479,198681,201170
364,Baker,Baker,FL,Florida,12093,Okeechobee,27.2172,-80.7927,A,40028,39449,39287,38989,39101,39409,40314
365,Basinger,Basinger,FL,Florida,12095,Orange,28.456,-81.4465,A,1148716,1169806,1202048,1225366,1253631,1284864,1314367
366,Plymouth,Plymouth,FL,Florida,12097,Osceola,28.3102,-81.551,A,1323897,1336175,1354987,1375619,1397526,1421843,1443810
367,Kissimmee,Kissimmee,FL,Florida,12099,Palm Beach,26.9618,-80.1011,A,465517,466672,470762,475679,485447,497292,512368
368,Juno Beach,Juno Beach,FL,Florida,12101,Pasco,28.214,-82.723,A,916508,917879,922075,929085,937457,948391,960730
369,Trilby,Trilby,FL,Florida,12103,Pinellas,27.8963,-82.8443,A,603213,609669,615294,622656,634932,649425,666149
370,Feather Sound,Feather Sound,FL,Florida,12105,Polk,28.0116,-81.5995,A,74245,73688,73021,72377,71936,71910,72277
371,Bereah,Bereah,FL,Florida,12107,Putnam,29.5015,-81.5936,A,191266,196050,202308,209607,218151,226658,235087
372,Lundy,Lundy,FL,Florida,12109,St. Johns,30.0972,-81.6176,A,278285,280907,283726,286138,291002,298307,306507
373,Saint Augustine Beach,Saint Augustine Beach,FL,Florida,12111,St. Lucie,27.3214,-80.3309,A,152952,155739,158366,160649,163154,166850,170497
374,Fort Pierce,Fort Pierce,FL,Florida,12113,Santa Rosa,30.3775,-87.0578,A,380040,381666,386135,389911,396537,404903,412569
375,Oriole Beach,Oriole Beach,FL,Florida,12115,Sarasota,27.3328,-82.4615,A,423083,427064,431487,436512,442326,448722,455479
376,Osprey,Osprey,FL,Florida,12117,Seminole,28.689,-81.2708,A,94280,98584,102790,108263,114012,118882,123996
377,Geneva,Geneva,FL,Florida,12119,Sumter,28.7878,-82.1318,A,42312,43349,43492,43550,43777,43651,43794
378,Sumterville,Sumterville,FL,Florida,12121,Suwannee,30.1224,-83.1693,A,22571,22685,22762,22884,22619,22471,22175
379,Live Oak,Live Oak,FL,Florida,12123,Taylor,30.1891,-83.6065,A,15533,15231,15235,15069,15170,15180,15142
380,Shady Grove,Shady Grove,FL,Florida,12125,Union,29.9664,-82.4073,A,494638,494523,497279,501282,507913,518190,529364
381,Worthington Springs,Worthington Springs,FL,Florida,12127,Volusia,29.296,-81.1003,A,30833,30948,30805,30972,31384,31516,31893
382,Samsula,Samsula,FL,Florida,12129,Wakulla,30.1996,-84.3634,A,55244,55673,57330,59411,61550,63459,65889
383,Saint Marks,Saint Marks,FL,Florida,12131,Walton,30.4724,-85.9652,A,24752,24583,24856,24614,24424,24671,24569
384,Blue Mountain Beach,Blue Mountain Beach,FL,Florida,12133,Washington,30.6197,-85.7062,A,18326,18451,18379,18351,18456,18437,18428
385,Red Head,Red Head,GA,Georgia,13001,Appling,31.8292,-82.503,A,8360,8361,8255,8260,8203,8350,8273
386,Baxley,Baxley,GA,Georgia,13003,Atkinson,31.3358,-83.0446,A,11081,11190,11188,11200,11213,11281,11372
387,Axson,Axson,GA,Georgia,13005,Bacon,31.5432,-82.4745,A,3434,3319,3365,3319,3258,3160,3150
388,Alma,Alma,GA,Georgia,13007,Baker,31.3172,-84.3376,A,45694,45118,46484,46143,45839,45431,45144
389,Elmodel,Elmodel,GA,Georgia,13009,Baldwin,33.0874,-83.2414,A,18408,18335,18233,18299,18284,18468,18397
390,Milledgeville,Milledgeville,GA,Georgia,13011,Banks,34.2557,-83.5528,A,69694,69860,70161,71325,72982,75107,77126
391,Gillsville,Gillsville,GA,Georgia,13013,Barrow,33.9917,-83.7218,A,100135,100297,100488,101206,101675,102533,103807
392,Cartersville,Cartersville,GA,Georgia,13017,Ben Hill,31.7135,-83.2515,A,17638,17575,17570,17417,17440,17354,17243
393,Fitzgerald,Fitzgerald,GA,Georgia,13019,Berrien,31.4076,-83.329,A,19343,19377,19160,19022,18790,18966,18993
394,Alapaha,Alapaha,GA,Georgia,13021,Bibb,32.8519,-83.6794,C,155587,155781,156189,154566,153914,153540,152760
395,Macon,Macon,GA,Georgia,13023,Bleckley,32.3875,-83.3523,A,13039,13063,12909,12760,12754,12782,12970
396,Atkinson,Atkinson,GA,Georgia,13027,Brooks,30.7174,-83.5652,A,18456,18570,18539,18280,18390,18449,18355
397,Dixie,Dixie,GA,Georgia,13029,Bryan,31.9203,-81.3124,A,16263,15995,15648,15664,15534,15692,15687
398,Blitchton,Blitchton,GA,Georgia,13031,Bulloch,32.4376,-81.775,A,30382,31242,32272,33120,33847,35052,36230
399,Arcola,Arcola,GA,Georgia,13033,Burke,32.9782,-82.2426,A,70580,72653,73162,71873,72735,73213,74722
400,Keysville,Keysville,GA,Georgia,13035,Butts,33.2913,-83.968,A,23338,23565,23131,22918,22709,22742,22688
401,Flovilla,Flovilla,GA,Georgia,13037,Calhoun,31.5608,-84.7374,A,23743,23565,23426,23225,23377,23548,23817
402,Leary,Leary,GA,Georgia,13039,Camden,31.0177,-81.8054,A,6704,6544,6489,6513,6423,6465,6324
403,Woodbine,Woodbine,GA,Georgia,13043,Candler,32.3959,-82.0625,A,50666,50323,51407,51490,52012,52543,53008
